Company;Market Value;Revenue;Profits;Assets;Rank;Sector;Industry;Continent;Country;Headquarters;State;CEO;Forbes Webpage
Qualcomm;77,324;22,614;4,907;50,06;169;Information Technology;Semiconductors;North America;United States;California;California;Steven Mollenkopf;http://www.forbes.com/companies/qualcomm/
Delta Air Lines;34,428;40,474;4,726;53,342;170;Industrials;Airline;North America;United States;Georgia;Georgia;Edward Bastian;http://www.forbes.com/companies/delta-air-lines/
Lloyds Banking Group;70,027;46,198;0,7731;1188,977;170;Financials;Major Banks;Europe;United Kingdom;United Kingdom;;Antonio De Sousa Horta-Osorio;http://www.forbes.com/companies/lloyds-banking-group/
Union Pacific;75,382;21,028;4,6;55,772;172;Industrials;Railroads;North America;United States;Nebraska;Nebraska;Lance Fritz;http://www.forbes.com/companies/union-pacific/
Chubb;55,332;19,18;2,834;102,366;173;Financials;Property & Casualty Insurance;Europe;Switzerland;Switzerland;;Evan Greenberg;http://www.forbes.com/companies/chubb/
Alibaba;200,718;14,964;10,9938;56,173;174;Consumer Discretionary;Business & Personal Services;Asia;China;China;;Yong Zhang;http://www.forbes.com/companies/alibaba/
AstraZeneca;75,019;24,714;2,8237;60,124;175;Health Care;Pharmaceuticals;Europe;United Kingdom;United Kingdom;;Pascal Soriot;http://www.forbes.com/companies/astrazeneca/
Schlumberger;111,135;31,746;1,598;69,141;176;Energy;Oil Services & Equipment;North America;United States;Texas;Texas;Paal Kibsgaard;http://www.forbes.com/companies/schlumberger/
British American Tobacco;111,042;20,02;6,5543;46,45;177;Consumer Staples;Tobacco;Europe;United Kingdom;United Kingdom;;Nicandro Durante;http://www.forbes.com/companies/british-american-tobacco/
Hitachi;23,329;84,039;1,9771;106,597;178;Information Technology;Electronics;Asia;Japan;Japan;;Toshiaki Higashihara;http://www.forbes.com/companies/hitachi/
SAP;98,375;23,208;3,5616;48,868;179;Information Technology;Software & Programming;Europe;Germany;Germany;;William Mcdermott;http://www.forbes.com/companies/sap/
China Railway Construction;21,562;92,566;2,0078;107,197;180;Industrials;Construction Services;Asia;China;China;;Zhang Zongyan;http://www.forbes.com/companies/china-railway-construction/
People's Insurance Company;18,268;63,241;3,1202;125,805;180;Financials;Property & Casualty Insurance;Asia;China;China;;Fan Lin;http://www.forbes.com/companies/peoples-insurance-company/
Manulife Financial;29,277;25,047;1,7126;481,763;182;Financials;Life & Health Insurance;North America;Canada;Canada;;Don Guloien;http://www.forbes.com/companies/manulife-financial/
Valero Energy;28,807;87,804;3,99;44,343;182;Energy;Oil & Gas Operations;North America;United States;Texas;Texas;Joseph Gorder;http://www.forbes.com/companies/valero-energy/
Philip Morris International;150,346;26,176;6,586;34,621;184;Consumer Staples;Tobacco;North America;United States;New York;New York;André Calantzopoulos;http://www.forbes.com/companies/philip-morris-international/
China Vanke;27,696;31,075;2,8611;94,138;185;Financials;Real Estate;Asia;China;China;;Liang Yu;http://www.forbes.com/companies/china-vanke/
Tokio Marine Holdings;26,492;35,673;1,7702;182,318;186;Financials;Property & Casualty Insurance;Asia;Japan;Japan;;Shuzo Sumi;http://www.forbes.com/companies/tokio-marine-holdings/
Aviva;25,717;35,974;1,4025;540,856;187;Financials;Life & Health Insurance;Europe;United Kingdom;United Kingdom;;Patrick Domit;http://www.forbes.com/companies/aviva/
Facebook;314,758;17,927;3,67;49,407;188;Information Technology;Computer Services;North America;United States;California;California;Mark Zuckerberg;http://www.forbes.com/companies/facebook/
McDonald's;110,148;25,358;4,8164;37,939;189;Consumer Discretionary;Restaurants;North America;United States;Illinois;Illinois;Stephen Easterbrook;http://www.forbes.com/companies/mcdonalds/
Dalian Wanda Commercial Properties;29,914;19,849;4,738;98,491;190;;;Asia;China;China;;Ben Ding;http://www.forbes.com/companies/dalian-wanda-commercial-properties/
Exelon;31,421;28,708;2,269;95,384;191;Utilities;Electric Utilities;North America;United States;Illinois;Illinois;Christopher Crane;http://www.forbes.com/companies/exelon/
Costco Wholesale;65,82;117,269;2,309;32,388;192;Consumer Discretionary;Discount Stores;North America;United States;Washington;Washington;Walter Jelinek;http://www.forbes.com/companies/costco-wholesale/
Sony;34,14;67,892;1,0683;142,206;192;Consumer Discretionary;Consumer Electronics;Asia;Japan;Japan;;Kazuo Hirai;http://www.forbes.com/companies/sony/
Imperial Tobacco Group;49,347;39,054;2,6114;45,645;194;Consumer Staples;Tobacco;Europe;United Kingdom;United Kingdom;;Alison Cooper;http://www.forbes.com/companies/imperial-tobacco-group/
UniCredit Group;23,613;25,738;1,8048;934,689;195;Financials;Regional Banks;Europe;Italy;Italy;;Federico Ghizzoni;http://www.forbes.com/companies/unicredit-group/
Visa;189,782;14,28;6,846;54,326;196;Financials;Consumer Financial Services;North America;United States;California;California;Charles Scharf;http://www.forbes.com/companies/visa/
Brookfield Asset Management;33,378;20,094;2,3302;139,514;197;Financials;Real Estate;North America;Canada;Canada;;Bruce Flatt;http://www.forbes.com/companies/brookfield-asset-management/
L'Oréal Group;102,872;28,008;3,6566;36,621;198;Consumer Staples;Household/Personal Care;Europe;France;France;;Jean-Paul Agon;http://www.forbes.com/companies/loreal-group/
Jardine Matheson;42,142;37,007;1,797;66,955;199;Industrials;Conglomerates;Asia;Hong Kong;Hong Kong;;Benjamin Keswick;http://www.forbes.com/companies/jardine-matheson/
3M;102,175;30,274;4,833;32,718;200;Industrials;Conglomerates;North America;United States;Minnesota;Minnesota;Inge Thulin;http://www.forbes.com/companies/3m/
Tencent Holdings;197,439;16,349;4,5844;47,249;201;Information Technology;Computer Services;Asia;China;China;;Huateng Ma;http://www.forbes.com/companies/tencent-holdings/
Allstate;24,685;35,586;2,171;106,495;202;Financials;Diversified Insurance;North America;United States;Illinois;Illinois;Thomas Wilson;http://www.forbes.com/companies/allstate/
Itochu;21,968;43,249;2,8923;76,767;203;Industrials;Trading Companies;Asia;Japan;Japan;;Masahiro Okafuji;http://www.forbes.com/companies/itochu/
Aflac;28,461;21,036;2,533;118,296;204;Financials;Life & Health Insurance;North America;United States;Georgia;Georgia;Dan Amos;http://www.forbes.com/companies/aflac/
Lowe's;68,25;59,073;2,535;31,813;205;Consumer Discretionary;Home Improvement Retail;North America;United States;North Carolina;North Carolina;Robert Niblock;http://www.forbes.com/companies/lowes-cos/
Twenty-First Century Fox;59,323;26,514;2,409;48,096;206;;;North America;United States;New York;New York;Keith Murdoch;http://www.forbes.com/companies/twenty-first-century-fox/
BT Group;62,441;27,335;3,8531;38,091;207;Telecommunication Services;Telecommunications services;Europe;United Kingdom;United Kingdom;;Gavin Patterson;http://www.forbes.com/companies/bt-group/
Cigna;36,273;37,988;2,094;58,015;208;Health Care;Managed Health Care;North America;United States;Connecticut;Connecticut;David Cordani;http://www.forbes.com/companies/cigna/
Continental;43,671;43,505;3,0245;36,707;209;Consumer Discretionary;Auto & Truck Parts;Europe;Germany;Germany;;Elmar Degenhart;http://www.forbes.com/companies/continental/
American Airlines Group;22,092;40,99;7,61;48,415;210;;;North America;United States;Texas;Texas;William Parker;http://www.forbes.com/companies/american-airlines-group/
BlackRock;60,366;11,299;3,18;223;211;Financials;Investment Services;North America;United States;New York;New York;Laurence Fink;http://www.forbes.com/companies/blackrock/
NextEra Energy;52,806;15,931;2,752;82,479;212;Utilities;Electric Utilities;North America;United States;Florida;Florida;James Robo;http://www.forbes.com/companies/nextera-energy/
Southern;45,264;17,527;2,421;84,674;213;Utilities;Electric Utilities;North America;United States;Georgia;Georgia;Thomas Fanning;http://www.forbes.com/companies/southern/
Danaher;66,404;20,909;2,5968;48,222;214;Industrials;Conglomerates;North America;United States;District of Columbia;District of Columbia;Thomas Joyce;http://www.forbes.com/companies/danaher/
SABMiller;98,985;20,752;2,9657;42,253;214;Consumer Staples;Beverages;Europe;United Kingdom;United Kingdom;;Alan Clark;http://www.forbes.com/companies/sabmiller/
Christian Dior;31,417;41,597;1,7044;68,096;216;Consumer Discretionary;Apparel/Accessories;Europe;France;France;;Sidney Toledano;http://www.forbes.com/companies/christian-dior/
Canadian Imperial Bank;31,238;13,294;2,8027;340,403;217;Financials;Regional Banks;North America;Canada;Canada;;Victor Dodig;http://www.forbes.com/companies/canadian-imperial-bank/
China Unicom;29,052;42,953;1,2508;92,705;218;Telecommunication Services;Telecommunications services;Asia;China;China;;Xiao Wang;http://www.forbes.com/companies/china-unicom/
Denso;36,123;37,33;2,3872;43,759;219;Consumer Discretionary;Auto & Truck Parts;Asia;Japan;Japan;;Nobuaki Katoh;http://www.forbes.com/companies/denso/
Oil & Natural Gas;27,794;26,088;2,9984;57,303;220;Energy;Oil & Gas Operations;Asia;India;India;;Dinesh Sarraf;http://www.forbes.com/companies/oil-natural-gas/
CRRC;38,772;38,178;1,8774;48;221;Industrials;Heavy Equipment;Asia;China;China;;Yan Wang;http://www.forbes.com/companies/crrc/
Japan Tobacco;84,335;19,241;4,0118;37,892;222;Consumer Staples;Tobacco;Asia;Japan;Japan;;Mitsuomi Koizumi;http://www.forbes.com/companies/japan-tobacco/
Kroger;34,245;109,83;2,027;34,9;223;Consumer Staples;Food Retail;North America;United States;Ohio;Ohio;W Mcmullen;http://www.forbes.com/companies/kroger/
Dai-ichi Life Insurance;15,608;55,738;1,5223;416,724;224;Financials;Life & Health Insurance;Asia;Japan;Japan;;Katsutoshi Saito;http://www.forbes.com/companies/dai-ichi-life-insurance/
ABB;48,059;35,529;1,9214;41,596;225;Industrials;Conglomerates;Europe;Switzerland;Switzerland;;Ulrich Spiesshofer;http://www.forbes.com/companies/abb/
Altria Group;118,43;18,854;5,231;32,535;226;Consumer Staples;Tobacco;North America;United States;Virginia;Virginia;Martin Barrington;http://www.forbes.com/companies/altria-group/
Time Warner Cable;57,065;23,697;1,825;49,277;227;Consumer Discretionary;Broadcasting & Cable;North America;United States;New York;New York;Robert Marcus;http://www.forbes.com/companies/time-warner-cable/
Deutsche Post;35,579;65,681;1,7077;41,424;228;Industrials;Air Courier;Europe;Germany;Germany;;Frank Appe;http://www.forbes.com/companies/deutsche-post/
KBC Group;23,418;14,882;2,9264;274,134;229;Financials;Regional Banks;Europe;Belgium;Belgium;;Johan Thijs;http://www.forbes.com/companies/kbc-group/
Mitsui;22,52;40,574;1,5406;97,637;229;Industrials;Trading Companies;Asia;Japan;Japan;;Tatsuo Yasunaga;http://www.forbes.com/companies/mitsui-co/
EMC;51,891;24,639;2,006;45,703;231;Information Technology;Computer Storage Devices;North America;United States;Massachusetts;Massachusetts;Joseph Tucci;http://www.forbes.com/companies/emc/
EI du Pont de Nemours;57,505;27,932;1,953;41,166;232;Materials;Diversified Chemicals;North America;United States;Delaware;Delaware;Edward Breen;http://www.forbes.com/companies/ei-du-pont-de-nemours/
East Japan Railway;36,201;23,46;1,9222;63,083;233;Industrials;Railroads;Asia;Japan;Japan;;Satoshi Seino;http://www.forbes.com/companies/east-japan-railway/
Marathon Petroleum;21,942;64,461;2,848;43,115;234;Energy;Oil & Gas Operations;North America;United States;Ohio;Ohio;Gary Heminger;http://www.forbes.com/companies/marathon-petroleum/
Abbott Laboratories;64,94;20,393;2,411;41,247;235;Health Care;Pharmaceuticals;North America;United States;Illinois;Illinois;Miles White;http://www.forbes.com/companies/abbott-laboratories/
Diageo;68,643;16,071;3,7828;39,496;236;Consumer Staples;Beverages;Europe;United Kingdom;United Kingdom;;Ivan Menezes;http://www.forbes.com/companies/diageo/
Amazon.com;292,622;107,007;0,596;67,705;237;Consumer Discretionary;Internet & Catalog Retail;North America;United States;Washington;Washington;Jeffrey Bezos;http://www.forbes.com/companies/amazon/
Legal & General Group;20,971;19,189;1,6424;578,77;238;Financials;Life & Health Insurance;Europe;United Kingdom;United Kingdom;;Nigel Wilson;http://www.forbes.com/companies/legal-general-group/
General Dynamics;42,909;31,469;2,965;31,997;239;Industrials;Aerospace & Defense;North America;United States;Virginia;Virginia;Phebe Novakovic;http://www.forbes.com/companies/general-dynamics/
Seven & I Holdings;37,586;40,548;1,333;48,21;240;Consumer Staples;Food Retail;Asia;Japan;Japan;;Toshifumi Suzuki;http://www.forbes.com/companies/seven-i-holdings/
Teva Pharmaceutical;58,467;19,628;1,591;54,258;241;Health Care;Pharmaceuticals;Asia;Israel;Israel;;Erez Vigodman;http://www.forbes.com/companies/teva-pharmaceutical/
Surgutneftegas;19,665;19,02;20,1646;61,459;242;Energy;Oil & Gas Operations;Asia;Russia;Russia;;Vladimir Bogdanov;http://www.forbes.com/companies/surgutneftegas/
Eli Lilly;85,962;19,959;2,4084;35,569;243;Health Care;Pharmaceuticals;North America;United States;Indiana;Indiana;John Lechleiter;http://www.forbes.com/companies/eli-lilly-co/
Fresenius;40,038;30,635;1,5059;46,896;244;Health Care;Medical Equipment & Supplies;Europe;Germany;Germany;;Ulf Schneider;http://www.forbes.com/companies/fresenius/
Huaxia Bank;16,687;16,932;3,0074;306,762;245;Financials;Regional Banks;Asia;China;China;;Yan Cheng;http://www.forbes.com/companies/huaxia-bank/
Panasonic;22,949;63,33;1,6461;48,754;245;Consumer Discretionary;Consumer Electronics;Asia;Japan;Japan;;Shusaku Nagae;http://www.forbes.com/companies/panasonic/
SK Holdings;13,818;34,962;4,7234;82,413;247;Energy;Oil & Gas Operations;Asia;South Korea;South Korea;;Dae-Shik Cho;http://www.forbes.com/companies/sk-holdings/
Schneider Electric;39,281;29,542;1,5602;46,251;248;Industrials;Electrical Equipment;Europe;France;France;;Jean-Pascal Tricoire;http://www.forbes.com/companies/schneider-electric/
EDF;25,591;83,176;0,6609;303,014;249;Utilities;Electric Utilities;Europe;France;France;;Jean-Bernard Lévy;http://www.forbes.com/companies/edf/
John Deere;26,109;27,956;1,8071;56,036;250;Industrials;Heavy Equipment;North America;United States;Illinois;Illinois;Samuel Allen;http://www.forbes.com/companies/john-deere/
Nippon Steel & Sumitomo Metal;21,768;42,491;1,7655;55,502;251;Materials;Iron & Steel;Asia;Japan;Japan;;Shoji Muneoka;http://www.forbes.com/companies/nippon-steel-sumitomo-metal/
Archer Daniels Midland;23,263;67,621;1,849;40,157;252;Consumer Staples;Food Processing;North America;United States;Illinois;Illinois;Juan Luciano;http://www.forbes.com/companies/archer-daniels-midland/
DBS Group;29,338;9,852;3,2387;322,836;253;Financials;Regional Banks;Asia;Singapore;Singapore;;Piyush Gupta;http://www.forbes.com/companies/dbs-group/
Bank of Beijing;19,966;13,597;2,7585;281,229;254;Financials;Regional Banks;Asia;China;China;;Xin Qiang;http://www.forbes.com/companies/bank-of-beijing/
Canon;40,413;31,39;1,8189;36,808;254;Industrials;Business Products & Supplies;Asia;Japan;Japan;;Fujio Mitarai;http://www.forbes.com/companies/canon/
Saint-Gobain;25,629;43,939;1,4449;48,727;256;Materials;Construction Materials;Europe;France;France;;Pierre-André de Chalendar;http://www.forbes.com/companies/saint-gobain/
United Continental Holdings;17,09;37,451;7,145;40,861;257;Industrials;Airline;North America;United States;Illinois;Illinois;Oscar Munoz;http://www.forbes.com/companies/united-continental-holdings/
Volvo Group;25,882;37,044;1,7849;45,285;257;Industrials;Heavy Equipment;Europe;Sweden;Sweden;;Martin Lundstedt;http://www.forbes.com/companies/volvo-group/
HCA Holdings;32,022;39,678;2,129;32,744;259;Health Care;Healthcare Services;North America;United States;Tennessee;Tennessee;R Johnson;http://www.forbes.com/companies/hca-holdings/
FedEx;44,644;49,5;1,136;37,819;260;Industrials;Air Courier;North America;United States;Tennessee;Tennessee;Frederick Smith;http://www.forbes.com/companies/fedex/
